dbn,school_name,address,lat,lon,district,school_type,grades,has_mshp,chronic_absenteeism_rate,enrollment,uhf_code,uhf_name,asthma_ed_rate,asthma_hosp_rate,svi_socioeconomic,svi_household_disability,svi_minority_language,svi_housing_transport,svi_overall,pct_poverty,pct_ell,pct_swd,pct_black,pct_hispanic,pct_white,pct_asian,childhood_obesity_pct,youth_mental_health_ed_rate,lead_elevated_pct,teen_pregnancy_rate,preventable_hosp_rate,food_insecurity_pct,expansion_cohort,estimated_start_year,years_with_mshp,health_burden_composite
09X303,I.S. X303 Leadership & Community Service,1700 MACOMBS ROAD,40.849416,-73.915217,9,Middle School,"06,07,08",False,24.50980377,306.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.126,0.274,0.287,0.703,0.006,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X304,P.S. 304 Early Childhood School,2750 LAFAYETTE AVENUE,40.82708,-73.829211,8,Elementary,"PK,0K,01,02,03,04,05",False,39.07849884,586.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.636,0.07,0.204,0.095,0.73,0.097,0.062,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X306,P.S. 306,40 WEST TREMONT AVENUE,40.850722,-73.910827,10,Elementary,"0K,01,02,03,04,05",False,30.52884674,416.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9009999999999999,0.149,0.198,0.274,0.712,0.002,0.008,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X307,Luisa Pineiro Fuentes School of Science and Discov,124 EAMES PLACE,40.869142,-73.901821,10,Other,"PK,0K,01,02,03,04,05",False,,,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.872,0.484,0.192,0.056,0.848,0.02,0.072,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X308,Bronx Dance Academy School,3617 BAINBRIDGE AVENUE,40.885428,-73.878051,10,High School,"06,07,08",False,42.23826599,277.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9,0.147,0.259,0.183,0.765,0.024,0.02,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
10X310,P.S. 310 Marble Hill,260 W KINGSBRIDGE RD,40.872477,-73.905547,10,Elementary,"PK,0K,01,02,03,04,05",False,39.91507339,471.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.9259999999999999,0.201,0.199,0.109,0.85,0.014,0.018,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
09X311,Lucero Elementary School,1425 WALTON AVENUE,40.8404,-73.915879,9,Elementary,"0K,01,02,03,04,05",False,38.0062294,321.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.502,0.242,0.07,0.908,0.015,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
08X312,Millennium Art Academy,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,43.25842667,356.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.8170000000000001,0.045,0.23,0.264,0.681,0.018,0.016,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
09X313,I.S. 313 School of Leadership Development,1600 WEBSTER AVENUE,40.840536,-73.904353,9,Middle School,"06,07,08",True,35.48387146,124.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.905,0.355,0.284,0.27,0.706,0.019,0.0,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
12X314,Fairmont Neighborhood School,1550 VYSE AVENUE,40.834188,-73.886995,12,Other,"PK,0K,01,02,03,04,05",False,41.1971817,284.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.915,0.113,0.254,0.38,0.61,0.009,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X315,P.S. 315 Lab School,2865 CLAFLIN AVENUE,40.873659,-73.900068,10,Elementary,"0K,01,02,03,04,05,06,07,08",False,34.56221008,217.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9209999999999999,0.173,0.183,0.119,0.812,0.03,0.02,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
12X316,Kappa III,2055 MAPES AVENUE,40.846128,-73.886721,12,Other,"06,07,08",False,36.76470566,272.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.937,0.092,0.276,0.263,0.698,0.016,0.016,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X318,"I.S. X318 Math, Science & Technology Through Arts",1919 PROSPECT AVENUE,40.843705,-73.890145,12,Middle School,"06,07,08",False,45.5149498,301.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.198,0.296,0.265,0.722,0.0,0.006,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X319,Providing Urban Learners Success In Education High,560 EAST 179 STREET,40.848385,-73.893744,10,Other,"09,10,11,12",False,,,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.903,0.164,0.248,0.133,0.655,0.012,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X320,Pelham Lab High School,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,62.98507309,335.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.785,0.112,0.254,0.215,0.625,0.059,0.074,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
09X323,Bronx Writing Academy,270 EAST 167 STREET,40.832022,-73.91435,9,High School,"06,07,08",False,35.37735748,212.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.269,0.24,0.256,0.701,0.023,0.016,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
09X324,Bronx Early College Academy for Teaching & Learnin,250 EAST 164 STREET,40.828009,-73.917705,9,High School,"06,07,08,09,10,11,12",False,39.36170197,376.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9009999999999999,0.093,0.228,0.233,0.734,0.006,0.019,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
11X326,Bronx Green Middle School,2441 WALLACE AVENUE,40.862098,-73.865028,11,Middle School,"06,07,08",False,42.63158035,380.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.96,0.206,0.169,0.244,0.608,0.094,0.039,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
09X327,Comprehensive Model School Project M.S. 327,1501 JEROME AVENUE,40.842503,-73.916084,9,Middle School,"06,07,08,09,10,11,12",True,42.03730392,697.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.93,0.112,0.265,0.181,0.803,0.009,0.004,32.8,158.3,3.8,42.3,245.2,35.8,cohort_2_2010_2015,2012.0,12.0,91.77022147534737
09X328,New Millennium Bronx Academy of the Arts,1000 TELLER AVENUE,40.827438,-73.914067,9,High School,"06,07,08",True,31.57894707,133.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.909,0.165,0.296,0.365,0.613,0.013,0.009,32.8,158.3,3.8,42.3,245.2,35.8,cohort_1_pre2010,2005.0,20.0,91.77022147534737
09X329,DreamYard Preparatory School,240 EAST 172 STREET,40.839307,-73.911366,9,High School,"09,10,11,12",True,34.6875,320.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9259999999999999,0.198,0.284,0.281,0.691,0.012,0.012,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
10X331,The Bronx School of Young Leaders,40 WEST TREMONT AVENUE,40.850722,-73.910827,10,Other,"06,07,08",False,34.94623566,372.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.873,0.2,0.28,0.241,0.723,0.012,0.015,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X333,The Longwood Academy of Discovery,888 REV J A POLITE AVE,40.820108,-73.898399,8,High School,"PK,0K,01,02,03",False,49.39516068,496.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.929,0.203,0.271,0.244,0.72,0.018,0.005,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
07X334,International Community High School,345 BROOK AVENUE,40.810314,-73.918774,7,High School,"09,10,11,12",False,44.92753601,414.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.949,0.093,0.152,0.789,0.037,0.02,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
08X337,The School for Inquiry and Social Justice,1025 MORRISON AVENUE,40.824989,-73.874162,8,Other,"06,07,08",False,35.64356613,404.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.8240000000000001,0.176,0.217,0.165,0.767,0.011,0.043,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
09X339,I.S. 339,1600 WEBSTER AVENUE,40.840536,-73.904353,9,Middle School,"06,07,08",True,18.40796089,201.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.29,0.285,0.336,0.659,0.005,0.0,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
10X340,P.S. 340,25 WEST 195 STREET,40.869407,-73.897171,10,Elementary,"0K,01,02,03,04,05",False,36.25827789,604.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.9059999999999999,0.286,0.274,0.085,0.87,0.019,0.017,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
12X341,Accion Academy,977 FOX STREET,40.822056,-73.894368,12,High School,"06,07,08",True,40.65420532,214.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.222,0.306,0.218,0.732,0.025,0.011,34.5,168.4,4.5,48.2,268.5,38.2,cohort_2_2010_2015,2012.0,12.0,100.0
10X342,International School for Liberal Arts,2780 RESERVOIR AVENUE,40.869061,-73.897066,10,Other,"06,07,08,09,10,11,12",True,35.0202446,494.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.873,0.782,0.108,0.0,1.0,0.0,0.0,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
07X343,Academy of Applied Mathematics and Technology,345 BROOK AVENUE,40.810314,-73.918774,7,High School,"06,07,08",False,24.56140327,285.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.9309999999999999,0.115,0.267,0.299,0.67,0.014,0.014,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
10X344,Ampark Neighborhood,3961 HILLMAN AVENUE,40.883049,-73.891664,10,Other,"0K,01,02,03,04,05",True,22.90322495,310.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.581,0.044,0.202,0.129,0.604,0.15,0.056,18.5,85.2,0.8,12.3,125.4,12.5,cohort_2_2010_2015,2012.0,12.0,35.158420691568104
08X348,Schuylerville Preparatory High School,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,57.67045593,352.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.767,0.204,0.21,0.207,0.603,0.095,0.072,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
08X349,Bronx River High School,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,39.53488541,430.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.79,0.112,0.249,0.226,0.628,0.057,0.068,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
09X350,New Directions Secondary School,240 EAST 172 STREET,40.839307,-73.911366,9,Other,"06,07,08,09,10,11,12",True,,,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9209999999999999,0.511,0.201,0.338,0.612,0.014,0.014,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
10X351,Bronx Collaborative High School,100 WEST MOSHOLU PARKWAY SOUTH,40.879958,-73.889011,10,High School,"09,10,11,12",True,76.55914307,465.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.853,0.196,0.291,0.23,0.689,0.026,0.04,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
75X352,The Vida Bogart School for All Children,1000 EAST TREMONT AVENUE,40.840445,-73.882531,12,Other,"01,02,03,04,05,06,07,08,09",False,,,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9135204811271742,0.25676024056358704,0.21005614433815226,0.35,0.58,0.03,0.02,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X353,World View High School,100 WEST MOSHOLU PARKWAY SOUTH,40.879958,-73.889011,10,High School,"09,10,11,12",True,39.6369133,661.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.836,0.277,0.199,0.205,0.712,0.015,0.048,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
11X355,Bronx Alliance Middle School,3750 BAYCHESTER AVENUE,40.886002,-73.839682,11,Middle School,"06,07,08",True,32.53588486,209.0,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.852,0.049,0.293,0.662,0.304,0.011,0.015,22.3,98.4,1.2,18.5,142.3,18.2,cohort_2_2010_2015,2012.0,12.0,50.81511316086077
11X357,Young Voices Academy of the Bronx,800 LYDIG AVENUE,40.854423,-73.863733,11,High School,"0K,01,02,03,04,05",False,27.29528618,403.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.815,0.207,0.174,0.052,0.66,0.155,0.122,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
07X359,Concourse Village Elementary School,750 CONCOURSE VILLAGE WEST,40.823014,-73.922527,7,Elementary,"PK,0K,01,02,03,04,05",False,7.339449406,218.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.825,0.114,0.207,0.272,0.699,0.02,0.004,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X360,P.S. 360,2880 KINGSBRIDGE TERRACE,40.874717,-73.902214,10,Elementary,"0K,01,02,03,04,05",False,42.62295151,305.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.87,0.202,0.205,0.09,0.899,0.006,0.003,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
09X361,The Highbridge Green School,200 West 167th Street,40.838232,-73.927892,9,Other,"06,07,08",False,27.40384674,416.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.27,0.236,0.218,0.766,0.013,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X363,Academy For Personal Leadership And Excellence,120 EAST 184 STREET,40.859496,-73.90049,10,High School,"06,07,08",False,43.40723419,857.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.917,0.303,0.244,0.113,0.836,0.018,0.021,28.4,115.3,2.1,28.4,185.6,24.5,,,,66.67577206983725
09X365,Academy for Language and Technology,1700 MACOMBS ROAD,40.849416,-73.915217,9,High School,"09,10,11,12",False,25.78947449,380.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.908,0.042,0.0,1.0,0.0,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X367,"Archimedes Academy for Math, Science and Technolog",456 WHITE PLAINS ROAD,40.815043,-73.85607,8,High School,"06,07,08,09,10,11,12",True,54.10821533,499.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.858,0.114,0.297,0.278,0.623,0.02,0.069,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
10X368,In-Tech Academy (M.S. / High School 368),2975 TIBBETT AVENUE,40.877935,-73.913694,10,High School,"06,07,08,09,10,11,12",False,24.92462349,995.0,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.863,0.174,0.226,0.078,0.855,0.035,0.023,18.5,85.2,0.8,12.3,125.4,12.5,cohort_2_2010_2015,2012.0,12.0,35.158420691568104
07X369,Young Leaders Elementary School,468 EAST 140 STREET,40.80908,-73.919773,7,Elementary,"PK,0K,01,02,03,04,05",False,36.13445282,238.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.218,0.293,0.236,0.725,0.031,0.0,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
11X370,Leaders of Tomorrow,3710 BARNES AVENUE,40.880649,-73.860126,11,Other,"06,07,08",True,47.25274658,455.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.823,0.144,0.27,0.517,0.406,0.041,0.023,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
08X371,Urban Institute of Mathematics,650 HOLLYWOOD AVENUE,40.826794,-73.818083,8,Other,"06,07,08",False,31.59203911,402.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.708,0.058,0.248,0.097,0.699,0.123,0.067,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X374,Knowledge and Power Preparatory Academy Internatio,500 EAST FORDHAM ROAD,40.859466,-73.888625,10,High School,"09,10,11,12",True,50.94339752,477.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.907,0.141,0.234,0.263,0.67,0.019,0.035,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
08X375,The Bronx Mathematics Preparatory School,456 WHITE PLAINS ROAD,40.815043,-73.85607,8,High School,"06,07,08",True,47.68518448,216.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.914,0.182,0.294,0.326,0.567,0.037,0.048,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
08X376,Antonia Pantoja Preparatory Academy: A College Boa,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"06,07,08,09,10,11,12",True,56.87645721,429.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.86,0.163,0.288,0.186,0.722,0.018,0.059,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
08X377,Bronx Community High School,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,,,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.86,0.07,0.272,0.377,0.553,0.018,0.044,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
07X379,Jill Chaifetz Transfer High School,778 FOREST AVENUE,40.818703,-73.905389,7,High School,"09,10,11,12",False,,,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.8740000000000001,0.121,0.342,0.317,0.628,0.01,0.02,32.8,158.3,3.8,42.3,245.2,35.8,cohort_3_2015_2020,2017.0,8.0,91.77022147534737
07X381,Bronx Haven High School,333 EAST 151 STREET,40.818645,-73.919949,7,High School,"09,10,11,12",False,,,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.95,0.058,0.383,0.308,0.658,0.0,0.025,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
10X382,"Elementary School for Math, Science, and Technolog",125 EAST 181 STREET,40.855337,-73.903139,10,Elementary,"PK,0K,01,02,03,04,05",False,,,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.368,0.202,0.194,0.789,0.004,0.004,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X383,Emolior Academy,1970 WEST FARMS ROAD,40.839297,-73.879931,12,High School,"06,07,08",False,37.68473053,406.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.93,0.189,0.241,0.224,0.668,0.014,0.07,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X386,School for Environmental Citizenship,125 EAST 181 STREET,40.855337,-73.903139,10,Other,"PK,0K,01,02,03,04,05",False,26.13065338,597.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.96,0.265,0.125,0.123,0.853,0.017,0.006,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X388,Pan American International High School at Monroe,1300 BOYNTON AVENUE,40.832508,-73.878191,12,High School,"09,10,11,12",False,40.35989761,389.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.938,0.971,0.026,0.003,0.997,0.0,0.0,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X390,M.S. 390,1930 ANDREWS AVENUE,40.854335,-73.913016,10,Middle School,"05,06,07,08",False,26.12612534,333.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.932,0.255,0.226,0.153,0.821,0.011,0.004,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X391,The Angelo Patri Middle School,2225 WEBSTER AVENUE,40.854257,-73.897404,10,Middle School,"06,07,08",False,32.8083992,381.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.925,0.316,0.254,0.226,0.757,0.003,0.003,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
08X392,Bronx Delta School,650 HOLLYWOOD AVENUE,40.826794,-73.818083,8,Other,"0K,01,02,03,04,05",False,38.83720779,430.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.725,0.042,0.226,0.151,0.667,0.107,0.057,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
10X396,P.S. 396,1930 ANDREWS AVENUE,40.854335,-73.913016,10,Elementary,"PK,0K,01,02,03,04",False,22.4066391,241.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.89,0.167,0.366,0.207,0.748,0.012,0.02,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X397,English Language Learners and International Suppor,99 TERRACE VIEW AVENUE,40.877379,-73.912686,10,Other,"09,10,11,12",False,,,101,Kingsbridge - Riverdale,44.8,213.9,0.45,0.52,0.68,0.4,0.5125,0.903,0.821,0.015,0.198,0.724,0.022,0.026,18.5,85.2,0.8,12.3,125.4,12.5,,,,35.158420691568104
09X403,Bronx International High School,1110 BOSTON ROAD,40.827455,-73.90392,9,High School,"09,10,11,12",True,62.01716614,466.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.865,0.892,0.033,0.168,0.784,0.021,0.021,32.8,158.3,3.8,42.3,245.2,35.8,cohort_2_2010_2015,2012.0,12.0,91.77022147534737
09X404,School for Excellence,1110 BOSTON ROAD,40.827455,-73.90392,9,Other,"09,10,11,12",False,,,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.207,0.261,0.36,0.577,0.045,0.009,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
08X405,Herbert H. Lehman High School,3000 EAST TREMONT AVENUE,40.839775,-73.839583,11,High School,"09,10,11,12",True,35.7269516,1128.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.7959999999999999,0.116,0.244,0.275,0.527,0.076,0.094,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
09X412,Bronx High School of Business,240 EAST 172 STREET,40.839307,-73.911366,9,High School,"09,10,11,12",True,54.79876328,323.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9129999999999999,0.326,0.259,0.265,0.709,0.012,0.015,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
09X413,Bronx High School for Medical Science,240 EAST 172 STREET,40.839307,-73.911366,9,High School,"06,07,08,09,10,11,12",True,26.03406334,411.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.878,0.145,0.298,0.236,0.681,0.017,0.052,31.2,142.6,3.2,38.5,218.4,32.4,cohort_2_2010_2015,2012.0,12.0,84.5066113474254
11X418,Bronx High School for the Visual Arts,2040 ANTIN PL,40.851577,-73.864438,11,High School,"09,10,11,12",False,37.6744194,430.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.8440000000000001,0.081,0.26,0.229,0.615,0.113,0.032,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
08X424,The Hunts Point School,730 BRYANT AVENUE,40.815827,-73.885284,8,Other,"06,07,08",False,36.81318665,182.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.9390000000000001,0.259,0.354,0.186,0.802,0.011,0.0,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
07X427,Community School for Social Justice,350 GERARD AVENUE,40.815712,-73.92996,7,Other,"09,10,11,12",False,59.80861282,209.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.907,0.206,0.288,0.238,0.74,0.007,0.0,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
08X432,Bronx Bridges High School,1980 LAFAYETTE AVENUE,40.821218,-73.85593,8,High School,"09,10,11,12",True,45.88528824,401.0,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.88,0.796,0.12,0.09,0.757,0.03,0.111,24.1,102.1,1.5,22.1,158.2,20.1,cohort_2_2010_2015,2012.0,12.0,53.723258754918824
